Asset_A,Asset_B,Asset_C
17.88516967960802,4.305713613598691,9.940055827476566
10.300223927542195,4.165023882038003,10.549087787604678
20.870198144903856,14.160930559223557,6.608858738341573
18.20514532090565,22.326559629483334,9.580893620986174
17.493768813298537,2.2271116998065614,10.226785352601132
29.873756649291195,15.72131758842554,8.969147296236166
26.302689921487058,4.390414165146777,10.043767941907554
19.494173544579215,7.939941081345707,9.91690858890569
20.31850285852656,5.767057344728466,9.664250826757089
18.600113400771612,15.812026300654885,10.556541747712068
22.65135402824954,5.768766851138667,10.228279475321521
20.828240470181324,16.13482137703659,10.069511129149348
14.092734681042986,18.74764886381725,10.67968617856587
16.553870677210405,5.567165005953888,10.730994512115263
14.438010712495249,4.1465056696238705,10.35162805512806
21.73267488858289,9.371451052569245,8.922268505575335
14.54475703503391,10.233618467509169,9.213533448639534
24.38706325947182,7.756784064458234,10.37071616810099
18.548957275622,6.195096873113201,11.091868185842896
20.774399594316684,8.324094707589472,9.915639185259623
25.425047994218723,4.488578042729809,10.12733948353018
20.162497871420822,18.678867684507328,9.127017686644393
20.22233916850614,6.9942210732824055,10.904541662890631
17.684305962095824,3.1803373794564544,11.101901523662832
22.35022167329732,9.514732467958243,10.159716469905131
24.887462372809853,12.222796426724086,8.302335236448666
18.035182260680596,14.111538601792528,9.80391245990444
18.97106467863127,7.216104231861927,9.85674766604282
21.994596531682973,6.809047579710881,10.527008757374105
17.170661246026842,3.698401438468592,9.561144808054745
27.952624287672723,5.118615771840823,10.220273783967338
20.22795958262304,2.71301273218217,9.245507082034536
20.598512856120408,3.920089771212035,10.26711804290951
24.946856588086654,8.692063877656222,10.725260750960588
18.86891874479963,4.187281298236555,10.33351598638822
20.238213296632058,7.403933048887208,9.065327755685122
16.775111728266857,4.219061972287234,9.535898308311245
26.64603458890639,25.140479348038824,8.882106506991091
22.21922146763253,7.651661158676817,9.817609209391561
20.052853414901644,12.333257332831765,8.986846324856213
14.491265433300114,10.28023305728935,7.546799800721152
23.954517258281648,9.585225388443492,10.682026844107433
24.991343078767045,5.955320878091091,10.588373044109106
23.018298310577897,5.81167804581184,8.991393600329877
9.215581437562946,8.743126356044673,11.036612073430492
23.434158386706155,2.5590647051019033,8.077217872419336
13.878272424120455,9.398992012246115,11.039389396358622
13.315507268788673,5.845744548076626,8.996589983321563
27.270488775267992,4.648475272130412,10.122277958883348
21.278967431771438,20.31081167612141,8.844985303154905
19.830441652407035,10.27627166274151,9.292314283730997
30.281659536276578,5.582232520844988,9.734653478093447
17.780923099828403,4.821131659147321,10.93577026980425
23.85780164632819,2.8721162434708774,9.597844356208302
27.915870588101974,8.220827115768676,10.449938474013477
17.971222465510714,4.281071427720389,9.891923443973406
18.375313815663763,14.636054590391659,10.393348127156083
20.933066330401083,7.578115251008976,9.685346418323913
13.072217059852655,4.595019828012927,10.587290392038396
18.032683094658676,8.360191377758662,11.121240496236592
22.83700619740094,4.883118491809044,10.708253866430512
24.36866348511944,8.059126455576182,10.628311728181984
18.443510567410996,5.4648525680061155,10.057874348378153
14.601233199008558,5.921870866330107,9.130724442274394
23.32306508381285,5.263020499701597,10.904638880091618
12.38578680434132,13.50578510412474,11.11542960460698
16.222132751276973,7.279760942249818,10.419631901175206
22.62476827809168,4.710963294999997,9.738124594243954
20.47004407062985,9.313384759346546,11.296225460617245
17.63365605000628,9.814403697138422,9.777939368577716
14.672402210803273,6.884431079846809,8.852032489472005
20.6499488959615,10.321866537241094,9.625767569032105
28.997191377136154,7.343569236268541,9.429485596015223
17.226777495091195,7.017385928099536,9.540641964742061
22.365791200030728,8.802588536302203,10.164386818989808
19.799914643643742,9.148520637170602,10.096463889514725
20.8007812177003,17.822731892662652,9.450093365814078
17.961448685519276,9.495729919270655,10.92315598893023
10.981804041465713,7.382582012687554,10.99308699923335
28.427535486274195,10.301355062710948,11.394675144315306
26.383280540153102,7.558850629464603,10.86673508359058
20.01839472064909,9.672447419212162,9.21183568225598
14.7736857032933,11.206687623941221,8.506036457594092
16.051686470270866,8.646217755136261,10.840026249092892
28.909433898563602,9.428955016282012,10.491921363143614
31.615010917545412,6.018682545248761,11.006609240207393
29.249365223941318,9.046036383873787,8.978888407574734
13.565262516580496,9.98734633924572,9.35386578551708
18.944986027258718,26.464628566913277,11.15736264004375
14.02288583331111,11.268222747052146,9.071151683314143
15.997285550844273,9.439333063391436,10.868275454638692
13.683906180475153,7.252723333332859,10.146206893859988
8.16049867759818,7.611008063130701,11.193281527321451
20.09375482560352,14.495068777920466,8.180057580831482
27.30982129025026,7.494441768022326,11.21286029257491
24.53844862840397,18.485408329521725,9.266948213529806
21.42222670504021,11.8454598298243,11.196176926234866
17.008635455068028,15.47917339377295,10.822478032752981
16.14792560659002,4.174386168264466,10.627680656813537
24.72679294290985,5.209916462775238,10.917056443450642
21.936599014808642,6.707111686691492,5.981457463654238
22.72034846953937,3.7158312834033023,10.987867097312495
19.33363123877334,7.877258719706967,8.631679675084966
20.892616273262387,6.644997846860014,10.985381166983405
19.13430506283526,9.804630468268448,11.105855777254265
21.973563662988102,4.166997405830598,10.269642208058904
14.872043934250744,17.87310628123409,9.922236096567381
20.26805410533903,18.540172429095154,10.94583105064884
17.1116454130374,6.555057662634398,10.619923841948331
21.52801727398354,6.334689618462652,10.352335090662244
25.545914551862737,10.207252010280431,9.443752269864762
22.40153324912523,8.685468406523839,9.58855482369211
10.58287875517293,7.892615893741644,8.492981899572795
31.358408962119334,8.980902797265545,10.786166604643846
22.805943599403818,7.2926332666413805,10.374673151431182
21.176723267820257,2.697404217293481,10.725327448779321
13.369970245313905,4.697108141140597,9.4506819564596
21.254982059049034,4.499617365423192,10.187128967911471
25.01181447630345,9.191483583561084,10.460462504772895
23.183076335578768,4.384709646205821,10.719235300432969
27.1817135998992,5.891539899138449,10.132535109781301
19.398951739734798,7.69517297297291,11.224208770267323
31.932925829124045,9.52964371226913,10.619913197655782
18.59721817233409,4.906156052342542,10.211370858118434
20.37853762826127,5.819461171853493,7.899264443743688
15.229102007989546,11.08350133950206,11.002509812382273
20.11128298566336,13.44225579494183,8.798719163918987
32.43135758995521,12.906704732272752,9.610544185368296
19.329121419184958,7.775525551878109,11.463582038189228
23.99421266108041,7.761232138402034,8.25517267554911
19.61827318618818,12.700870581070776,11.361094836233166
21.09654958414745,16.51361438520717,9.401037329679959
19.63032262582183,3.7237723406329724,10.78166517638038
14.491359063138516,8.742846148288544,9.233940071157967
26.229201724657102,9.022732182916242,9.88999163647748
6.577125451245276,6.243033250920226,8.558329232864983
22.622248923491984,10.117986832900245,9.64268433461009
21.22831468227278,14.414446399682973,11.025833730938222
24.312005539029727,6.070190520551713,10.106122511302438
21.776747362202848,7.751211754703819,10.818331015938487
14.946275224211652,6.254898405373242,10.71565778414132
